,Extraction_date,Marketplace,Reference,Status,Name,Address,Size,Size_prefix,Nbr_of_rooms,Nbr_of_baths,Price,Description,URL
2667,2018-07-16T12:06:29,Tunisie-annonce TN,2799318,L,Villa de luxe avec piscine à hammamet,"Tunisie,Nabeul,Hammamet,Hammamet",500,m²,,,3500.0,"luxueuse villa avec piscine récemment construite érigée sur deux niveaux à 800 m de la plage et de la zone touristique et à seulement 500m du carrefour market .  au rez de chaussée, un vaste salon donnant sur la piscine entourée d’un grand jardin gazonné, un grand séjour, une salle d'eau et une cuisine moderne richement équipée (lave-linge, lave-vaisselle...)  au premier étage, trois chambres dont une suite parentale avec une chambre dressing et une salle de bain avec jacuzzi; un grand balcon avec une vue dégagée sur mer; la villa comporte un porte garage automatique, un système d'alarme et une connexion wifi    nb :  - le prix affiché est par semaine et il varie selon la période",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2799318
2669,2018-07-16T12:06:09,Tunisie-annonce TN,2456475,L,Un triplex à gammarth,"Tunisie,Tunis,La Marsa,Gammart",1,m²,,,8000.0,"la croisette immobiliére vous propose  ref :al1969  a louer un triplex meublé très haut standing s+4 il se compose d'un grand salon ,une salle à manger ,une salle cuisine à l'américaine et une salle d'eau invité .  au 1 ér étage on trouve deux chambres à coucher ,une salle d'eau avec douche et une suite parentale avec baie vitrée menant sur une vue sur mer.  au 2 éme étage on trouve une grande suite avec une terrasse menant sur une vue panoramique sur mer.  le triplex est chauffé et climatisé .",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2456475
2670,2018-07-16T12:05:45,Tunisie-annonce TN,2823239,L,Etage s plus 2,"Tunisie,Ben arous,Bou Mhel El Bassatine,Bou Mhel",80,m²,,,550.0,agence immobilière  bestimmo  met à votre disposition un étage de villa s plus 2 à boumhal el bassatine 1    n'hésitez pas à prendre contact pour de plus amples renseignements ou pour prendre rdv 29298380 de 9h à 19h,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2823239
2672,2018-07-16T12:05:32,Tunisie-annonce TN,2832005,L,Étage de villa,"Tunisie,Ariana,Raoued,Jaafar 2",140,m²,,,370.0,1er étage de villa  : sallon et 3 chambres avec vaste cuisine ;(juste pour couple) contacter 94691197,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2832005
2704,2018-07-16T12:02:57,Tunisie-annonce TN,2791084,L,Promo  s plus1 climatisé vue sur mer,"Tunisie,Nabeul,Kelibia,Kelibia",60,m²,,,99.0,"prix selon la période et la durée    au coin le plus animé de kelibia:   vue sur fort, manège et mer (el marsa)   - à 0min de l'ambiance de chaque soirée d'été,   - à 1 min à pied du manège,   - 1 min à pied des salons de thé (thalassa, gara,aquarium), des resto,   - à 4 min à pied de la plage el marsa et le nouveau corniche de kélibia   - à 5 min par voiture de plage mansoura     très beau s+1 climatisé, meublé, très propre, au 2ème étage dans une zone calme, sécurisée (caméras de surveillance) et animée emplacement stratégique, situé à cité manège kélibia comprenant:   - climatiseur   - une cuisine,   -salle d'eau et douche,   -chambre à coucher,   - salon+tv satellite,+ garde robe intégré   - un grand terrasse de 120m²     contacter propriétaire (même numéro pour viber, whatsapp et imo) 00216 56 10 32 55",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2791084
2709,2018-07-16T12:02:48,Tunisie-annonce TN,2647989,L,Villa avec piscine a gammarth village ref vl779,"Tunisie,Tunis,La Marsa,Gammart",,m²,,,4000.0,"la croisette agence immobilière à la marsa vous propose:  a louer une villa avec piscine à gammarth village. elle est construite sur deux niveaux.  le rez-de-chaussée se compose d’un grand salon donnat accès sur la piscine et le jardin, d’un séjour, d’une cuisine équipée, d’une kitchenette, d’une suite ainsi que d’une salle d’eau pour invités.  l’étage comprend un séjour, une suite parentale et trois chambres a coucher partageant une salle de bain.  cette villa est équipée du chauffage centrale et du climatisation en split système, elle dispose également d’un garage et d’un abri pouvant accueillir jusqu’à six voitures.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2647989
2713,2018-07-16T12:02:43,Tunisie-annonce TN,2832008,L,En face mg,"Tunisie,Ben arous,Hammam Chatt,Borj Cedria",,m²,,,250.0,"a louer local a coté mg borj cedria agencé :   comptoir  ,  présentoir  superficie 30m²   prix de vente l'agencement: 2000 dt   1 mois de loyer   1 mois de cautionnement  contactez prestige immo 26 201 308",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2832008
2718,2018-07-16T12:02:36,Tunisie-annonce TN,2648354,L,Une villa a gammarth village ref vl781,"Tunisie,Tunis,La Marsa,Gammart",1,m²,,,2600.0,"la croisette agence immobilière à la marsa vous propose:  a louer une villa à gammarth village, elle est construit sur deux niveaux.  le rez-de-chaussée se compose d’un grand salon, d’un séjour donnant sur le jardin, d’une cuisine américaine, de deux chambres à coucher ainsi que d’une salle d’eau pour invités.  l’étage comprend un séjour, une suite parentale et deux chambres à coucher partageant une salle de bain.  cette villa est équipée du chauffage centrale et de climatisation en split système, elle dispose également d’un garage et d’un abri pouvant accueillir jusqu’à trois voitures.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2648354
2723,2018-07-16T12:02:15,Tunisie-annonce TN,2444819,L,Villa neuve avec piscine et jardin ref vl620,"Tunisie,Tunis,La Marsa,Gammart",,m²,,,5000.0,"la croisette agence immobilière à la marsa vous propose:  ref: vl620  a louer une villa sur trois niveaux composé :  -au rdc: un grand salon, salle à manger, une chambre à coucher, salle d'eau avec douche et une cuisine entièrement équipée.  -a l'étage: trois suites.  -au sous-sol: une salle de jeux, une chambre de service et un garage pour trois voiture.  jardin et piscine.  la villa est chauffé et climatisé.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2444819
2735,2018-07-16T12:01:35,Tunisie-annonce TN,2825770,L,Coquet et spacieux étage de villa,"Tunisie,Ben arous,Bou Mhel El Bassatine,Bou Mhel",130,m²,,,650.0,a louer deux coquets et spacieux étages de villa dans un quartier résidentiel et proche de toutes les commodités.    il est composé de :    - un spacieux salon    - salle a manger    - une cuisine équipée et agencée    -la partie nuit loge deux vastes chambres    -une salle de bain    - placards    - chauffage central  - chauffe-eau solaire    - débarras.    - une entrée et compteurs indépendants.    prix : 650 dt /mois    contact : 26 526 520 / 20 813 000 / 20 731 731,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2825770
2753,2018-07-16T12:00:19,Tunisie-annonce TN,2831999,L,Open space,"Tunisie,Sousse,Hammam Sousse,Hammam Sousse",160,m²,,,1500.0,"en location open space neuf dans un immeuble au centre de la ville d'hammam sousse (133 route de tunis gp1). pour plus d'informations, contactez nous au 23 206 614.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2831999
2777,2018-07-16T11:59:23,Tunisie-annonce TN,2811302,L,Studio 50m,"Tunisie,Nabeul,Beni Khiar,Beni Khiar",50,m²,,,525.0,"un studio meublé 2 pièces chambre et salon cuisine toilette douche et cours. le studio neuf ,se situe dans un quartier calme 5mn à pied de la plage de beni khiar.  avec climatiseur   75d /jours  med mehrez 97382730",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2811302
2779,2018-07-16T11:59:19,Tunisie-annonce TN,2804750,L,Belle villa à gammarth supérieur,"Tunisie,Tunis,La Marsa,Gammart",1,m²,,,4500.0,"a louer une très belle villa à gammarth supérieur , sur deux niveaux, située dans un quartier résidentiel , composée :    au rez de chaussée : d'un salon avec une porte fenêtre coulissante donnant sur le piscine , une salle à manger , une salle d'eau et une cuisine équipée    a l'étage : quatre chambres à coucher équipées avec des dressings et deux salles de bain    beau jardin avec une piscine et un garage    la villa est équipée d'une climatisation et du chauffage central    pour plus d'information veuillez contactez l'agence sur le 22914366",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2804750
2782,2018-07-16T11:58:59,Tunisie-annonce TN,2821015,L,Jolie villa à la marsa coté du stade,"Tunisie,Tunis,La Marsa,Marsa Safsaf",500,m²,,,2500.0,"a louer une villa plein pied à la marsa , située dans un quartier calme , composée :     d'un salon, une salle à manger , quatre chambres à coucher , deux salles de bain et une cuisine équipée     beau jardin avec un garage     la villa est équipée d'une climatisation et du chauffage central     pour plus d'information veuillez contactez l'agence sur le 22681681 ou le 22914366",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2821015
2788,2018-07-16T11:58:42,Tunisie-annonce TN,2820225,L,Villa s2 réf ble119,"Tunisie,Nabeul,Hammamet,Cite Afh",135,m²,,,210.0,"réf ble119    notre agence met a votre disposition une belle villa s+2 à louer pour la saison estivale situé à afh mrezga.  a l'entrée on trouve un grand jardin avec une belle terrasse avec un coin repas et barbecue et et un espace gazonné pour profiter des journées ensoleillées.  elle est composé de deux salon, une cuisine bien équipée , une salle a manger, deux chambres à coucher et une salle de bain.    prix : 210dt la nuit  le prix est négociable selon la durée du séjour    pour plus d'informations veuillez contacter notre agence  contact : 21174968 - 72287177",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2820225
2811,2018-07-16T11:58:06,Tunisie-annonce TN,2829565,L,Rdc indépendant d'une ville à mourouj 5,"Tunisie,Ben arous,El Mourouj,El Mourouj",150,m²,,,500.0,"notre agence immobilière dar al hanaa met à louer un rdc indépendant d'une villa à mourouj 5 se compose :  d'un salon ,trois chambres à coucher dont deux avec des placards  ,une cuisine bien  équipée ,une salle de bain très propre , véranda, mancher kbir.  gaz du ville installé.  l'entrée indépendante ,les compteurs de l'eau ,électricité gaz du ville sont indépendants .  l'étage du villa est situé à mourouj 5 prés de toutes les commodités :  sur la rue 20 mars: magasin aziza ,pharmacie, taxi collectif ,station bus ,10 minutes à station du métro.  pour plus de renseignements contactez notre agence immobilière dar al hanaa à mourouj 5:  24149416/96560563/54327520/55520327.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2829565
2818,2018-07-16T11:57:40,Tunisie-annonce TN,2832039,L,Villa renové à neuf à mutuelleville,"Tunisie,Tunis,El Menzah,Mutuelle Ville",450,m²,,,1500.0,"on met à la location villa indépendante à mutuelleville , rénovée à neuf composée de 3 piéces , salle de bain , cuisine équipée , chauffage centrale , clims , jardin , garage .loyer :1500 dinars par mois contactez agence bsi sur le 20218778 ou le 71949172",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2832039
2823,2018-07-16T11:57:21,Tunisie-annonce TN,2802568,L,Villa vip à soukra,"Tunisie,Ariana,La Soukra,La Soukra",2700,m²,,,8900.0,"description  opportunity immobilière met a votre disposition la location :    d'un demeure de charme ideal pour ambassade ou diplomate composée comme suit sur un terrain de 2700 m2 :    villa principal :    rez de chaussée : salon et coin sejour ouvert sur le jardin , cuisine et une chambre et une suite avec sa propre entrée et cuisine et entrée independante    a l'etage : 3 chambres et 2 sdb avec suite parental et grande terrasse .    villa secondary :    salon open space avec cuisine et sdb et chambre dressing    parking pour 6 voitures et garage pour une    studio gardien ( service )    prix : 8900dt mois    pour plus d'informations : 25489997",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2802568
2842,2018-07-16T11:55:49,Tunisie-annonce TN,2827495,L,Local commerciale,"Tunisie,Tunis,Ain Zaghouan,Ain Zaghouan",40,m²,,,700.0,a louer local commerciale ain zagouane nord av khaled iben el walid route principale tous commerce 700 dinars mois avec fonds de commerce en pleine activitée a 500 m de carrefour,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2827495
2849,2018-07-16T11:55:10,Tunisie-annonce TN,2828416,L,Etage de villa s plus 3,"Tunisie,Ben arous,El Mourouj,Cite Ennarjes 1",200,m²,,,500.0,"a louer un étage de villa dans un cité calme composé d'un salon, 3 chambres à coucher , cuisine avec des placards, salle de bain, salle d'eau, balcon et terasse, steg, sonède et gaz de ville indépendants avec garage . loyer 500 dt   svp location seulement pour couple ou bien avec un enfant.   pour les intéressants contacter 95060808",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2828416
2868,2018-07-16T11:52:08,Tunisie-annonce TN,2757481,L,Etage à menzah 6,"Tunisie,Ariana,Ariana Ville,El Menzah 6",200,m²,,,1100.0,agence le point immobilier met à louer un étage s+4 à menzah 6 sur rue mouawiya ibn abi sofiane. il se compose de :   1 salon  1 cuisine  4 pièces  1 salle de bain  1 garage  chauffage central,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2757481
2870,2018-07-16T11:51:59,Tunisie-annonce TN,2779327,L,Duplex 1ér étg cité lkhadra,"Tunisie,Tunis,Cite El Khadra,Cite El Khadra",140,m²,,,1200.0,"notre agence express immobilière met a la location  duplex au 1 ére de 4 pièces a  cité lkhadra  composé de: salon, 3 chambres a coucher, salle d'eau avec cabine de douche  et cuisine équipée .  l'entrée est indépendante .  le duplex  est équipée chauffage central, climatiseurs, placards   pour plus d'information appeler 54575579  superficie : 140 m²  prix de location : 1200 d/m  frais de visite 20 d",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2779327
2871,2018-07-16T11:51:49,Tunisie-annonce TN,2653870,L,Une superbe villa pied dans l'eau à carthage,"Tunisie,Tunis,Carthage,Salambo",750,m²,,,8000.0,"la croisette agence immobilière à la marsa vous propose :   ref vl754  une superbe villa pied dans l'eau à carthage  qui se compose comme suit:  -au rez de chaussée : un grand salon, une salle à manger, une cuisine équipée, une salle d'eau pour invités et une suite parentale contenant une salle de bain,  -a l'étage : un séjour, une kitchenette, une grande suite parentale, trois chambres à coucher et une salle de bain commune,  -a l'extérieur: un joli jardin qui fait le tour de la villa, un abri qui peut comprendre trois voitures et un local technique,  -toutes les chambres donnent sur une magnifique vue sur mer,",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2653870
2872,2018-07-16T11:51:47,Tunisie-annonce TN,2817372,L,Gérance libre,"Tunisie,Ben arous,Nouvelle Medina,El Yasminette",,m²,,,1200.0,à louer en gérance libre quincaillerie en pleine activité située sue un route principal à yasminette  pour plus d'information contacter:29 799 366,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2817372
2875,2018-07-16T11:51:24,Tunisie-annonce TN,2796685,L,Très belle villa,"Tunisie,Tunis,Ain Zaghouan,Jardins de Carthage",1000,m²,,,6000.0,une villa avec piscine de très haut standing à louer  aux jardin de carthage.  pour plus d'information  veuillez me contacter sur 50522755 ou 58162776.,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2796685
2876,2018-07-16T11:51:21,Tunisie-annonce TN,2797235,L,Usage bureautique ou habitation,"Tunisie,Ben arous,Ezzahra,Ezzahra",500,m²,,,1200.0,agence immo met en location pour usage bureautique ou habitation une villa indépendante style américain se compose de 1 salon +salle à manger+ 4 chambres à coucher+2 sdb+cuisine  existe aussi une chambre a la terrasse  terasse  chauffage centrale   garage   jardin   la villa située à 100 m de la mer   prix négociable  pour plus d'information contacter:29 799 366,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2797235
2880,2018-07-16T11:50:58,Tunisie-annonce TN,2118640,L,Usage industriel ou commercal,"Tunisie,Tunis,Le Bardo,Ksar Said",900,m²,,,4000.0,particulier loue rdchaussée 550m2 plus 350m2 mezzanine et 350m2 en charpente metallique prix :4000dt par mois  port: 29 305 237,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2118640
2883,2018-07-16T11:50:37,Tunisie-annonce TN,2827939,L,Villa haut standing,"Tunisie,Ben arous,Hammam Chatt,Borj Cedria",,m²,,,750.0,a louer maison haut standing derrière technopole borj cedria 780 dt/ mois composé de :   salon   suite parentale   3 chambres avec dressing   cuisine bien agencé   salle de bain   porte garage electrique   climatiseur   chauffage centrale   jardin   camera de surveillance   contactez prestige immobilier,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2827939
2884,2018-07-16T11:50:31,Tunisie-annonce TN,2753513,L,Un appartement à la marsa refvlz849,"Tunisie,Tunis,La Marsa,Cite Des Juges 2",,m²,,,1800.0,"la croisette immobilière vous propose  ref:vlz849  a louer à la marsa dans un quartier chic , une villa r+2 composé au rez de jardin d’un salon , une cuisine agencée, une salle d'eau avec cabine de douche, au rez de chaussé un deuxième salon plus spacieux muni d'une agréable terrasse .  a l'étage on trouve trois grandes chambres dont une avec placard, une salle de bain commune.  au 2 ème étage on trouve une grande suite avec dressing et une salle de bain.  *la villa est muni d'un grand jardin et un garage.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2753513
2899,2018-07-16T11:48:51,Tunisie-annonce TN,2832053,L,Luxueux ré de chaussé d'une villa,"Tunisie,Ben arous,El Mourouj,El Mourouj",150,m²,,,500.0,"a louer un luxueux et propre ré de chaussé d'une villa, composé de trois chambres l'une  avec un placard + grande salon + cuisine bien équipée + sb + véranda et un grand séchoir, situé dans un bon et calme endroit. prés de toute les commodités, transport, métro,  la location est disponible à partir du 1er août. a contacter svp, le 99 555 749.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2832053
