,Extraction_date,Marketplace,Reference,Category,Name,Address,Size,Size_prefix,Nbr_of_rooms,Nbr_of_baths,Price,Description,URL
2932,2018-07-16T11:41:44,Tayara TN,d117f58d-2268-4c0f-be31-201e5c0e9783,Appartement,Apt À Khzema Ouest,"Sousse, Sousse Jawhara",Appartements,m²,2.0,,600.0,nous mettons en location un apt sans meuble à khzema ouest se compose de 2 cc salon sdb terrasse clim chauffage centrale Siège social : Khzema ouest la rue est en face station chtéwi entre carrefour market et rondpoint ben Zineb. Contact info : tel : 95212779-58912779/fixe : 73276035,https://www.tayara.tn/listings/appartements-2/d117f58d-2268-4c0f-be31-201e5c0e9783/apt-à-khzema-ouest-
2934,2018-07-16T11:41:30,Tayara TN,d0ea0efd-913d-4224-be8f-8f980924e0a7,Appartement,Appartement S+2 A Louer Residence El Manara,"La manouba, La manouba",Appartements,m²,2.0,,550.0,"Résidence clôturée, gardée et équipée d'un système de télésurveillance Portes d'entrée blindées Ascenseurs Haut-de-gamme Interphone dans chaque appartement Revêtement Salon et S.A.M en marbre blanc Revêtement chambres en marbre Thala Chauffage central installé Climatisation par Split dans Salon et chambre parents Menuiserie extérieure en aluminium Volets roulants électriques en P.V.C Cuisine agencée Salles de bains et salles d'eau agencées Sanitaires et quincaillerie de 1er choix Installation paraboles terrestre et numérique Réseau informatique dans toutes les piècesk Isolation phonique et thermique Numéro:96573882",https://www.tayara.tn/listings/appartements-2/d0ea0efd-913d-4224-be8f-8f980924e0a7/appartement-s+2-a-louer
2935,2018-07-16T11:41:05,Tayara TN,d0bd9298-7779-40d7-9984-19594909aa0c,Appartement,Luxueux Appartement Pour Location Vacances,"Sousse, Akouda",Appartements,m²,4.0,,0.0,"A louer un super appartement , situé au 1 ère étage d'une jolie résidence pieds dans l'eau dotée d'une ascenseur, un piscine commune, un Spa et un service de sécurité 24 H / 24. => Emplacement Il se localise en pleine route touristique de Sousse, dans un quartier peu mouvementée, très proche de la plage et des toutes les commodités : Transports, Restaurants, Fast food, Centre commercial, Lounge et bar, etc. => Composition * Un Grand salon bien équipé (Plasma + Récepteur avec chaines étrangères prépayées) * Une Cuisine bien équipée * salle à manger * Un Grand balcon * Trois Chambres à coucher avec dressings, * Une Salle de bain avec sèche linge, * Une Salle d'eau, Équipée avec * Chauffage central * Climatiseurs, * Machine à laver. * accès piscine Prix : 120 dt /jour le mois d’Avril 150 dt /jour le mois de mai 230 dt et plus / jour le mois de juin ,juillet et août NB : ( pas moins de 3 jours ) pour visite et réserver contactez nous au 93393818",https://www.tayara.tn/listings/appartements-2/d0bd9298-7779-40d7-9984-19594909aa0c/luxueux-appartement-pour-location-vacances-
2937,2018-07-16T11:40:34,Tayara TN,d08fdd74-009e-4575-b841-ede22512198b,Appartement,Appartement Pour Jeune Couple,"Sfax, Route el Afrane",Appartements,m²,4.0,,800.0,a louer appartement neuf pour jeune couple route lafran composé de : gde salon cuisine 2 ch sdb suite parentale 2 balcon,https://www.tayara.tn/listings/appartements-2/d08fdd74-009e-4575-b841-ede22512198b/appartement-pour-jeune-couple
2938,2018-07-16T11:40:28,Tayara TN,d0797d6d-5c47-43af-a27d-fed5e9ba110d,Appartement,Appartement Hammam Sousse (Réf. 1481202),"Sousse, Hammam Sousse",Appartements,m²,2.0,,0.0,"Magnifique S+2 front mer Notre Agence met en avant pour vous ce magnifique Appartement situé à Hammam Sousse dans une Résidence pieds dans l'eau . La résidence bénéficie d'une grande piscine commune Cet Appartement est composé de deux suites parentale, un grand salon spacieux et ensoleillé, une cuisine totalement équipé Le salon et la cuisine possèdent un balcon communiquant, vous offrant une sublime vue mer . Les chambres à coucher ont aussi un grand balcon communiquant avec une vue mer dégagée . L'appartement est dédié à la location annuelle avec un place de parking au sous sol . le tout équipé de chauffage central, climatisation et internet L'Appartement est aussi à la location estivale à 2300 dinars la semaine non négociable",https://www.tayara.tn/listings/appartements-2/d0797d6d-5c47-43af-a27d-fed5e9ba110d/appartement-hammam-sousse-(réf-1481202)
2941,2018-07-16T11:40:03,Tayara TN,d001748f-0531-4ed2-ae2a-eff6c932f905,Appartement,Joli Appartement Meublé À La Marsa,"Tunis, La Marsa",Appartements,m²,4.0,,3500.0,"A louer un joli appartement richement meublé à la Marsa , situé au rez de chaussé , composé : D'un salon , une salle à manger , quatre chambres à coucher , deux salles de bain, une salle d'eau et une cuisine bien équipée Beau jardin L'appartement est équipé d'une climatisation et du chauffage central loyer : 3500 dt/mois contactez l'agence sur le 28167167",https://www.tayara.tn/listings/appartements-2/d001748f-0531-4ed2-ae2a-eff6c932f905/joli-appartement-meublé-à-la-marsa
2942,2018-07-16T11:39:41,Tayara TN,cfffee0e-0eec-4edd-adbd-a004a2f729be,Appartement,Appt À Louer,"Sfax, Sakiet Eddaïer",Appartements,m²,3.0,,330.0,appt 2 ème étage S+2+hall+cuisine+sdb kebli charki bonne orientation route sidi mansour km 6 kases masrah saifi 98307701,https://www.tayara.tn/listings/appartements-2/cfffee0e-0eec-4edd-adbd-a004a2f729be/appt-à-louer-
2943,2018-07-16T11:39:20,Tayara TN,cfe8c943-e0dd-4ea4-909c-9aa67182c47f??????-??????-??????,Appartement,?????? ?????? ??????,"Tunis, Le Kram",Appartements,m²,2.0,,50.0,"?????? ?????? ?????? ???? ???? ?? ??????? 2 ,????? ?? ???? ????? ????? ??? ?????? ???? ???? ???? ??????? 55797918",https://www.tayara.tn/listings/appartements-2/cfe8c943-e0dd-4ea4-909c-9aa67182c47f/??????-??????-??????
2944,2018-07-16T11:39:13,Tayara TN,cfd4dfce-3b9c-409b-9f8b-aca913b7919d,Appartement,Appartement A Route Teniour,"Sfax, Sfax",Appartements,m²,5.0,,1200.0,"appartement s+4 a route taniour klm 1 grand salon,cuisine avec une petite kitchenette,salle de bain,3 chambres a coucher,suite parent (salle de bain,dressing) appeler :50935940",https://www.tayara.tn/listings/appartements-2/cfd4dfce-3b9c-409b-9f8b-aca913b7919d/appartement-a-route-teniour
2945,2018-07-16T11:39:03,Tayara TN,cfcf7016-fa51-452b-9148-90d1e313c5f6,Appartement,Appartement A Louer,"Nabeul, Mrezga",Appartements,m²,3.0,,0.0,"appartement a louer s+3 meublé, climatisé, situé a AFH mrezgua Nabeul NUM 22369054",https://www.tayara.tn/listings/appartements-2/cfcf7016-fa51-452b-9148-90d1e313c5f6/appartement-a-louer
2946,2018-07-16T11:35:47,Tayara TN,cfcf7016-fa51-452b-9148-90d1e313c5f6,Appartement,Appartement A Louer,"Nabeul, Mrezga",Appartements,m²,3.0,,0.0,"appartement a louer s+3 meublé, climatisé, situé a AFH mrezgua Nabeul NUM 22369054",https://www.tayara.tn/listings/appartements-2/cfcf7016-fa51-452b-9148-90d1e313c5f6/appartement-a-louer
2947,2018-07-16T11:35:24,Tayara TN,cfcaac88-e93d-4f32-a83f-df712671882d,Appartement,Appartement S+2 Hammamet Nord,"Nabeul, Hammamet Nord",Appartements,m²,2.0,,0.0,Un nouveau appartement haut standing meublé sécurisé bien équipé avec place de parking a 5min de la plage et à 10min du centre ville.,https://www.tayara.tn/listings/appartements-2/cfcaac88-e93d-4f32-a83f-df712671882d/appartement-s+2-hammamet-nord
2948,2018-07-16T11:35:17,Tayara TN,cfb0e380-2cde-48bf-84fc-3254e0ec1637,Appartement,S+1 Meublé À Ennaser 2,"Ariana, Ennasr",Appartements,m²,1.0,,900.0,"On vous propose un S+1 meublé à ennaser 2 meublé composé d'un salon , une chambre à coucher , une cuisine et une salle de bain . N'hesitez pas de nous contactez par télephone : 93.937.763/29.561599 Nous sommes à votre service Visite du bien Par RDV Satisfaction garantie.",https://www.tayara.tn/listings/appartements-2/cfb0e380-2cde-48bf-84fc-3254e0ec1637/s+1-meublé-à-ennaser-2
2951,2018-07-16T11:34:56,Tayara TN,cf69097a-d088-4927-8606-98b1db4250ca,Appartement,Etage De Villa À Louer À Cite Ibn Sina,"Tunis, El Ouardia",Appartements,m²,2.0,,280.0,"A louer un appartement S+1 au premier étage d’une villa à cité ibn sina propre, ensoleillé et bien airé, dans une zone résidentielle et calme : composé d’une chambre, grand salon, cuisine, salle de bain ;balcon, petite viranda, équipé : des éléments, entrée commune, très sécurisé, , 2 minutes de l’arrêt de bus (60) et taxi jama3i, 15 minutes de l’arrêt de métro (6) prix = 280 d/mois tél : 54700755",https://www.tayara.tn/listings/appartements-2/cf69097a-d088-4927-8606-98b1db4250ca/etage-de-villa-à-louer-à-cite-ibn-sina-
2953,2018-07-16T11:34:13,Tayara TN,cf476d41-b7fc-4614-b04c-ef0bf4662ea8,Appartement,Mont Plaisir Studio,"Tunis, Tunis",Appartements,m²,1.0,,450.0,studio meublè au 2eme étage notre agence immobilière 53434325,https://www.tayara.tn/listings/appartements-2/cf476d41-b7fc-4614-b04c-ef0bf4662ea8/mont-plaisir-studio-
2954,2018-07-16T11:34:07,Tayara TN,cf1fcaf8-3da6-460a-878e-aa575c136d10,Appartement,Appartement S+2 Meuble Ht Std Lac2,"Tunis, Autres villes",Appartements,m²,3.0,,2200.0,"FB.1012: Contacter notre agent en immobilier Ahmed au 56306032. Loyer: 2300 DT Superficie : 110 m² Type: S+2 Adresse: LAC2 A louer un appartement S+2 meublé haut standing pour longue duré dans une résidence Bien gardée avec ascenseur, l’appartement compose d’un salon spacieux plus cuisine bien équipée avec plaque hotte four et éléments et un séchoir, une salle de bain plus deux chambres à coucher avec dressing. Chauffage central et un climatiseur. Le prix est compris les frais de syndic 2300DT meublés. Une place parking est réservée au sous-sol. Contacter notre agent en immobilier Ahmed au 56306032. Agence immobilière ARI.",https://www.tayara.tn/listings/appartements-2/cf1fcaf8-3da6-460a-878e-aa575c136d10/appartement-s+2-meuble-ht-std-lac2
2957,2018-07-16T11:32:45,Tayara TN,ced8d983-861d-4b79-8e7d-a0a838ae5464,Appartement,Pi485 Appartement Meublé À La Marsa,"Tunis, La Marsa",Appartements,m²,3.0,,3400.0,,https://www.tayara.tn/listings/appartements-2/ced8d983-861d-4b79-8e7d-a0a838ae5464/pi485-appartement-meublé-à-la-marsa-
2960,2018-07-16T11:32:11,Tayara TN,ce4ac216-3f1b-49bc-9444-94290e5deae8,Appartement,A Louer S+3 À Citée Intilaka,"Ariana, Autres villes",Appartements,m²,4.0,,480.0,,https://www.tayara.tn/listings/appartements-2/ce4ac216-3f1b-49bc-9444-94290e5deae8/a-louer-s+3-à-citée-intilaka
2961,2018-07-16T11:32:05,Tayara TN,ce1539d5-7363-4869-bb81-7a4aef1693f1,Appartement,S Plus 3 Borj Louzir,"Ariana, Borj Louzir",Appartements,m²,4.0,,450.0,"a louer un appartement s+3 à borj louzir cité saha l'appartement se compose d'un salon avec un balcon , 3 chambres à coucher une cuisine avec un séchoir et salle de bain loyer : 450 dt tel : 22400401",https://www.tayara.tn/listings/appartements-2/ce1539d5-7363-4869-bb81-7a4aef1693f1/s-plus-3-borj-louzir-
2962,2018-07-16T11:31:44,Tayara TN,cdf0e764-7dbb-46f3-ba72-a96cdddc3972,Appartement,Appartement A Jardin De Lmnzeh A Composé 2 Piése Tout Confort,"Tunis, Centre Ville - Lafayette",Appartements,m²,2.0,,600.0,agence karchoud 52148474,https://www.tayara.tn/listings/appartements-2/cdf0e764-7dbb-46f3-ba72-a96cdddc3972/appartement-a-jardin-de-lmnzeh-a-composé-2-piése-tout-confort-
2963,2018-07-16T11:31:38,Tayara TN,cde7818f-10ed-45d1-8f7a-79d7dbeb89fc,Appartement,Appartement À Mourouj 1,"Ben arous, El Mourouj",Appartements,m²,3.0,,160000.0,appartement a mourouj 1 .2eme étage S+3 110m2.S2bains s.d;eau. gaz2ville. 2 balcons a 5 mnte de station métro miami et a carrefour mrj1 prix 160.000 DT TEL. 24.359.069,https://www.tayara.tn/listings/appartements-2/cde7818f-10ed-45d1-8f7a-79d7dbeb89fc/appartement-à-mourouj-1
2967,2018-07-16T11:31:19,Tayara TN,cdd6e7ce-8c34-435a-bf62-c0db48dc1823,Appartement,Appartement À Louer A Mahdia,"Mahdia, Autres villes",Appartements,m²,1.0,,24503696.0,??? ?????? ???????? 24503696,https://www.tayara.tn/listings/appartements-2/cdd6e7ce-8c34-435a-bf62-c0db48dc1823/appartement-à-louer-a-mahdia
2968,2018-07-16T11:30:58,Tayara TN,cdb9642b-853e-4efa-bb89-7302a6f6be23,Appartement,Appartement S+2 Hst A Ezzahra,"Ben arous, Ezzahra",Appartements,m²,2.0,,650.0,"Cet appartement se situe dans une résidence calme et sécurisé. Il se compose d'un grand salon s'ouvre sur un balcon, deux chambres à coucher partageant une salle bain, une cuisine aménagée et équipé par une plaque de cuisson et hotte aspirante avec un accès à un séchoir.Une salle d'eau est disponible pour les invités. Ce dernier est équipé par un chauffage central. Une place de parking sous sol est disponible.",https://www.tayara.tn/listings/appartements-2/cdb9642b-853e-4efa-bb89-7302a6f6be23/appartement-s+2-hst-a-ezzahra
2970,2018-07-16T11:30:45,Tayara TN,cd9856a9-bd54-4955-aace-cb081883dd9e,Appartement,Apt Pr Nv Marié Ac Entré De Voiture,"Sousse, Sousse Jawhara",Appartements,m²,2.0,,450.0,nous mettons à khzema est un apt sans meubles dans une petite villa sécurisé zone résidentielle se compose de 2 cc salon sdb cuisine placards balcon prix 450dt. Siège social : Khzema ouest la rue est en face station chtéwi entre carrefour market et rondpoint ben Zineb. Contact info : tel : 95 212 779-58 912 779 – 22 497 177/fixe : 73276035/mail : contact@mbarek-immobiliere.com Watsapp-viber : 95212779 / Site web : http://www.mbarek-immobiliere.com,https://www.tayara.tn/listings/appartements-2/cd9856a9-bd54-4955-aace-cb081883dd9e/apt-pr-nv-marié-ac-entré-de-voiture-
2971,2018-07-16T11:30:03,Tayara TN,cd5c42dd-cc71-43ad-9671-110fd96b9e8d,Appartement,Ref: L038/ Appartement À Sidi Salem,"Bizerte, Bizerte Nord",Appartements,m²,3.0,,400.0,"REF: L038 à louer pour une longue durée, un appartement situé à sidi salem à quelques mètres de la plage et proche de toutes commodités. Il est composé d'un salon + deux chambres à coucher + une cuisine+ une salle de bain. Prix: 400dt/ mois Contactez agence immobilière ben hamouda pour toute information complémentaire sur le 72419202/55977997",https://www.tayara.tn/listings/appartements-2/cd5c42dd-cc71-43ad-9671-110fd96b9e8d/ref:-l038-appartement-à-sidi-salem-
2972,2018-07-16T11:29:58,Tayara TN,cd5182a7-2ce2-435c-b746-54d631836fa7,Appartement,Offre Interessante S 1 A Mourouj 5 52967074,"Ben arous, Autres villes",Appartements,m²,2.0,,350.0,52967074,https://www.tayara.tn/listings/appartements-2/cd5182a7-2ce2-435c-b746-54d631836fa7/offre-interessante-s-1-a-mourouj-5-52967074
2973,2018-07-16T11:29:56,Tayara TN,cc7fc451-a7c5-42e5-ae21-7110799fc1a5,Appartement,S1 A El Mourouj 5 Pres De Tt Comodité 52967074,"Ben arous, Autres villes",Appartements,m²,2.0,,350.0,54067074,https://www.tayara.tn/listings/appartements-2/cc7fc451-a7c5-42e5-ae21-7110799fc1a5/s1-a-el-mourouj-5-pres-de-tt-comodité-52967074
2974,2018-07-16T11:29:52,Tayara TN,cd51084f-cde8-4968-9fda-71d0bc6b3169,Appartement,A Louer Ou A Vendre,"Sfax, Route Tunis",Appartements,m²,3.0,,0.0,???? ???? ??? 4 ????? ??? ???? ??? ? ???? ? ???? ?????? : 24.236.307/97.854.659,https://www.tayara.tn/listings/appartements-2/cd51084f-cde8-4968-9fda-71d0bc6b3169/a-louer-ou-a-vendre-
2975,2018-07-16T11:29:51,Tayara TN,cc602ba8-c867-4fa1-a175-92d348d9ce89,Appartement,À Louer S+3 Au Centre Ville Tunis,"Tunis, Autres villes",Appartements,m²,4.0,,650.0,"sallon + 3 chambre , + cuisine + toilette + salle d'eau",https://www.tayara.tn/listings/appartements-2/cc602ba8-c867-4fa1-a175-92d348d9ce89/à-louer-s+3-au-centre-ville-tunis
2977,2018-07-16T11:29:41,Tayara TN,ccff5534-05ea-4ed1-bdc4-38e9015d68db,Appartement,Une Belle Maison Sayyafi A Louer,"Mahdia, Mahdia",Appartements,m²,2.0,,100.0,"a louer une très belle maison spacieuse située a rejich ( 200m du bord de la mer) elle se compose d'1 salon, 2 chambres a coucher une pour parents et une pour enfant, bien équipée , climatisè , contacter 98815069 prix: 100 dinars par nuitée.",https://www.tayara.tn/listings/appartements-2/ccff5534-05ea-4ed1-bdc4-38e9015d68db/une-belle-maison-sayyafi-a-louer
2978,2018-07-16T11:29:32,Tayara TN,ccfdcef5-799d-4221-8121-68a7f122017a,Appartement,"Appartement S+3 Dans Une Nouvelle Résidence ""Marina1"" Vue A La Plage","Sfax, Autres villes",Appartements,m²,3.0,,0.0,rte sidi mansour km 3 imm marina 3éme etage Appartement S+3 avec un grand salon+3 chambre+ cuisine et balcon vue ala plage . -avec parking. -numéro: 25118172,https://www.tayara.tn/listings/appartements-2/ccfdcef5-799d-4221-8121-68a7f122017a/appartement-s+3-dans-une-nouvelle-résidence-marina1-vue-a-la-plage
